Object Type	SUBDATA Allowed	Key/Required Fields	Variable Name	Concise Variable Name	Type of Variable	Description
			GenBidMW:3		Real	'Generator\Cost\Bid\Point  4 MW Break'
			GenBidMW:4		Real	'Generator\Cost\Bid\Point  5 MW Break'
			GenBidMW:5		Real	'Generator\Cost\Bid\Point  6 MW Break'
			GenBidMW:6		Real	'Generator\Cost\Bid\Point  7 MW Break'
			GenBidMW:7		Real	'Generator\Cost\Bid\Point  8 MW Break'
			GenBidMW:8		Real	'Generator\Cost\Bid\Point  9 MW Break'
			GenBidMW:9		Real	'Generator\Cost\Bid\Point 10 MW Break'
			GenBidMW:10		Real	'Generator\Cost\Bid\Point 11 MW Break'
			GenBidMW:11		Real	'Generator\Cost\Bid\Point 12 MW Break'
			GenBidMW:12		Real	'Generator\Cost\Bid\Point 13 MW Break'
			GenBidMW:13		Real	'Generator\Cost\Bid\Point 14 MW Break'
			GenBidMW:14		Real	'Generator\Cost\Bid\Point 15 MW Break'
			GenBidMW:15		Real	'Generator\Cost\Bid\Point 16 MW Break'
			GenBidMW:16		Real	'Generator\Cost\Bid\Point 17 MW Break'
			GenBidMW:17		Real	'Generator\Cost\Bid\Point 18 MW Break'
			GenBidMW:18		Real	'Generator\Cost\Bid\Point 19 MW Break'
			GenBidMW:19		Real	'Generator\Cost\Bid\Point 20 MW Break'
			GenBidMW:20		Real	'Generator\Cost\Bid\Point 21 MW Break'
			GenBidMW:21		Real	'Generator\Cost\Bid\Point 22 MW Break'
			GenBidMW:22		Real	'Generator\Cost\Bid\Point 23 MW Break'
			GenBidMW:23		Real	'Generator\Cost\Bid\Point 24 MW Break'
			GenBidMW:24		Real	'Generator\Cost\Bid\Point 25 MW Break'
			GenBidMW:25		Real	'Generator\Cost\Bid\Point 26 MW Break'
			GenBidMW:26		Real	'Generator\Cost\Bid\Point 27 MW Break'
			GenBidMW:27		Real	'Generator\Cost\Bid\Point 28 MW Break'
			GenBidMW:28		Real	'Generator\Cost\Bid\Point 29 MW Break'
			GenBidMW:29		Real	'Generator\Cost\Bid\Point 30 MW Break'
			GenBidMW:30		Real	'Generator\Cost\Bid\Point 31 MW Break'
			GenBidMW:31		Real	'Generator\Cost\Bid\Point 32 MW Break'
			GenBidMW:32		Real	'Generator\Cost\Bid\Point 33 MW Break'
			GenBidMW:33		Real	'Generator\Cost\Bid\Point 34 MW Break'
			GenBidMW:34		Real	'Generator\Cost\Bid\Point 35 MW Break'
			GenBidMW:35		Real	'Generator\Cost\Bid\Point 36 MW Break'
			GenBidMW:36		Real	'Generator\Cost\Bid\Point 37 MW Break'
			GenBidMW:37		Real	'Generator\Cost\Bid\Point 38 MW Break'
			GenBidMW:38		Real	'Generator\Cost\Bid\Point 39 MW Break'
			GenBidMW:39		Real	'Generator\Cost\Bid\Point 40 MW Break'
			GenBidMW:40		Real	'Generator\Cost\Bid\Point 41 MW Break'
			GenBidMW:41		Real	'Generator\Cost\Bid\Point 42 MW Break'
			GenBidMW:42		Real	'Generator\Cost\Bid\Point 43 MW Break'
			GenBidMW:43		Real	'Generator\Cost\Bid\Point 44 MW Break'
			GenBidMW:44		Real	'Generator\Cost\Bid\Point 45 MW Break'
			GenBidMW:45		Real	'Generator\Cost\Bid\Point 46 MW Break'
			GenBidMW:46		Real	'Generator\Cost\Bid\Point 47 MW Break'
			GenBidMW:47		Real	'Generator\Cost\Bid\Point 48 MW Break'
			GenBidMW:48		Real	'Generator\Cost\Bid\Point 49 MW Break'
			GenBidMW:49		Real	'Generator\Cost\Bid\Point 50 MW Break'
			GenBidMW:50		Real	'Generator\Cost\Bid\Point 51 MW Break'
			GenBidMWHR		Real	'Generator\Cost\Bid\Point  1 MWh Price'
			GenBidMWHR:1		Real	'Generator\Cost\Bid\Point  2 MWh Price'
			GenBidMWHR:2		Real	'Generator\Cost\Bid\Point  3 MWh Price'
			GenBidMWHR:3		Real	'Generator\Cost\Bid\Point  4 MWh Price'
			GenBidMWHR:4		Real	'Generator\Cost\Bid\Point  5 MWh Price'
			GenBidMWHR:5		Real	'Generator\Cost\Bid\Point  6 MWh Price'
			GenBidMWHR:6		Real	'Generator\Cost\Bid\Point  7 MWh Price'
			GenBidMWHR:7		Real	'Generator\Cost\Bid\Point  8 MWh Price'
			GenBidMWHR:8		Real	'Generator\Cost\Bid\Point  9 MWh Price'
			GenBidMWHR:9		Real	'Generator\Cost\Bid\Point 10 MWh Price'
			GenBidMWHR:10		Real	'Generator\Cost\Bid\Point 11 MWh Price'
			GenBidMWHR:11		Real	'Generator\Cost\Bid\Point 12 MWh Price'
			GenBidMWHR:12		Real	'Generator\Cost\Bid\Point 13 MWh Price'
			GenBidMWHR:13		Real	'Generator\Cost\Bid\Point 14 MWh Price'
			GenBidMWHR:14		Real	'Generator\Cost\Bid\Point 15 MWh Price'
			GenBidMWHR:15		Real	'Generator\Cost\Bid\Point 16 MWh Price'
			GenBidMWHR:16		Real	'Generator\Cost\Bid\Point 17 MWh Price'
			GenBidMWHR:17		Real	'Generator\Cost\Bid\Point 18 MWh Price'
			GenBidMWHR:18		Real	'Generator\Cost\Bid\Point 19 MWh Price'
			GenBidMWHR:19		Real	'Generator\Cost\Bid\Point 20 MWh Price'
			GenBidMWHR:20		Real	'Generator\Cost\Bid\Point 21 MWh Price'
			GenBidMWHR:21		Real	'Generator\Cost\Bid\Point 22 MWh Price'
			GenBidMWHR:22		Real	'Generator\Cost\Bid\Point 23 MWh Price'
			GenBidMWHR:23		Real	'Generator\Cost\Bid\Point 24 MWh Price'
			GenBidMWHR:24		Real	'Generator\Cost\Bid\Point 25 MWh Price'
			GenBidMWHR:25		Real	'Generator\Cost\Bid\Point 26 MWh Price'
			GenBidMWHR:26		Real	'Generator\Cost\Bid\Point 27 MWh Price'
			GenBidMWHR:27		Real	'Generator\Cost\Bid\Point 28 MWh Price'
			GenBidMWHR:28		Real	'Generator\Cost\Bid\Point 29 MWh Price'
			GenBidMWHR:29		Real	'Generator\Cost\Bid\Point 30 MWh Price'
			GenBidMWHR:30		Real	'Generator\Cost\Bid\Point 31 MWh Price'
			GenBidMWHR:31		Real	'Generator\Cost\Bid\Point 32 MWh Price'
			GenBidMWHR:32		Real	'Generator\Cost\Bid\Point 33 MWh Price'
			GenBidMWHR:33		Real	'Generator\Cost\Bid\Point 34 MWh Price'
			GenBidMWHR:34		Real	'Generator\Cost\Bid\Point 35 MWh Price'
			GenBidMWHR:35		Real	'Generator\Cost\Bid\Point 36 MWh Price'
			GenBidMWHR:36		Real	'Generator\Cost\Bid\Point 37 MWh Price'
			GenBidMWHR:37		Real	'Generator\Cost\Bid\Point 38 MWh Price'
			GenBidMWHR:38		Real	'Generator\Cost\Bid\Point 39 MWh Price'
			GenBidMWHR:39		Real	'Generator\Cost\Bid\Point 40 MWh Price'
			GenBidMWHR:40		Real	'Generator\Cost\Bid\Point 41 MWh Price'
			GenBidMWHR:41		Real	'Generator\Cost\Bid\Point 42 MWh Price'
			GenBidMWHR:42		Real	'Generator\Cost\Bid\Point 43 MWh Price'
			GenBidMWHR:43		Real	'Generator\Cost\Bid\Point 44 MWh Price'
			GenBidMWHR:44		Real	'Generator\Cost\Bid\Point 45 MWh Price'
			GenBidMWHR:45		Real	'Generator\Cost\Bid\Point 46 MWh Price'
			GenBidMWHR:46		Real	'Generator\Cost\Bid\Point 47 MWh Price'
			GenBidMWHR:47		Real	'Generator\Cost\Bid\Point 48 MWh Price'
			GenBidMWHR:48		Real	'Generator\Cost\Bid\Point 49 MWh Price'
			GenBidMWHR:49		Real	'Generator\Cost\Bid\Point 50 MWh Price'
			GenBidMWHR:50		Real	'Generator\Cost\Bid\Point 51 MWh Price'
			GenCostCurvePoints		Integer	'Generator\Cost\Number of Cost Curve Points'
			GenCostModel		String	'Generator\Cost\Model (Linear or Cubic)'
			GenCostMultiplier		Real	'Generator\Cost\Scale Multiplier'
			GenEnforceMWLimits		String	'Generator\MW Output\Enforce MW Limits'
			GenExtraFuelCost		Real	'Generator\Cost\Extra Fuel Cost'
			GenExtraOMCost		Real	'Generator\Cost\Scale Shift $/MWhr'
			GenFixedCost		Real	'Generator\Cost\Fixed ($/hr)'
			GenFuelCost		Real	'Generator\Cost\Fuel Cost'
			GenFuelType		String	'Generator\Cost\Fuel Type'
			GenICost		Real	'Generator\Cost\Incremental Cost'
			GenICost:1		Real	'Generator\Cost\Incremental Cost used in OPF'
			GenID		String	'Generator\ID'
			GenInternalVolt		Real	'Generator\Fault Analysis\Internal Voltage Magnitude'
			GenInternalVolt:1		Real	'Generator\Fault Analysis\Internal Voltage Angle'
			GenIOA		Real	'Generator\Cost\Fixed (Mbtu/hr)'
			GenIOB		Real	'Generator\Cost\Cubic IOB'
			GenIOC		Real	'Generator\Cost\Cubic IOC'
			GenIOD		Real	'Generator\Cost\Cubic IOD'
			GenLMPProfitScaled		Real	'Generator\OPF\Profit $/hr (Scaled)'
			GenLMPProfitUnscaled		Real	'Generator\OPF\Profit $/hr'
			GenLPDeltaCost		Real	'Generator\OPF\Delta Cost'
			GenLPDeltaMW		Real	'Generator\OPF\Delta MW'
			GenLPDeltaUnscaledCost		Real	'Generator\OPF\Delta Cost (Unscaled)'
			GenLPMW		String	'Generator\OPF Input\Gen Available for Control'
			GenLPOrgCost		Real	'Generator\OPF\Initial Cost'
			GenLPOrgMW		Real	'Generator\OPF\Initial MW'
			GenLPOrgUnscaledCost		Real	'Generator\OPF\Initial Cost (Unscaled)'
			GenMaxVarDec		Real	'Generator\Mvar Output\Mvar (max decrease)'
			GenMaxVarInc		Real	'Generator\Mvar Output\Mvar (max increase)'
			GenMCost		Real	'Generator\Cost\Marginal MW Cost'
			GenMVA		Real	'Generator\MVA Output\MVA'
			GenMVABase		Real	'Generator\Internal\MVA Base'
			GenMVR		Real	'Generator\Mvar Output\Mvar'
			GenMVRMax		Real	'Generator\Mvar Output\Mvar (maximum)'
			GenMVRMin		Real	'Generator\Mvar Output\Mvar (minimum)'
			GenMW		Real	'Generator\MW Output\MW'
			GenMWIsUsingTempLimit		String	'Generator\Time Step\Using Temp MW Limit'
			GenMWMax		Real	'Generator\MW Output\MW (maximum)'
			GenMWMax:1		Real	'Generator\PVQV\MW Economic Maximum'
			GenMWMin		Real	'Generator\MW Output\MW (minimum)'
			GenMWMin:1		Real	'Generator\PVQV\MW Economic Minimum'
			GenMWOrgMax		Real	'Generator\Time Step\Original MW Maximum'
			GenMWOrgMin		Real	'Generator\Time Step\Original MW Minimum'
			GenNeutralGrounded		String	'Generator\Fault Analysis\Neutral Grounded'
			GenNeutralToGroundR		Real	'Generator\Fault Analysis\Neutral to Ground Resistance'
			GenNeutralToGroundX		Real	'Generator\Fault Analysis\Neutral to Ground Reactance'
			GenOPFFastStart		String	'Generator\OPF Input\Fast Start Available'
			GENormStatus		Integer	'Generator\EPC File\GE Normal Status'
			GenParFac		Real	'Generator\MW Output\Participation Factor'
			GenParFac:1		Real	'Generator\Contingency Analysis\Part Factor Post-Contingency'
			GenPostCTGPreventAGC		String	'Generator\Contingency Analysis\Post-Contingency Prevent AGC Response'
			GenProdCost		Real	'Generator\Cost\$/hr (generation only)'
			GenProdCostUnscaled		Real	'Generator\Cost\$/hr (generation only and Unscaled)'
			GenPTDF		Real	'Generator\Sensitivity\PTDF Gen Change %'
			GenQPRatio		Real	'Generator\MVA Output\Q/P Ratio'
			GenRegError		Real	'Generator\Regulated Bus\Error PU'
			GenRegKVVolt		Real	'Generator\Regulated Bus\kV'
			GenRegName		String	'Generator\Regulated Bus\Name'
			GenRegNum		Integer	'Generator\Regulated Bus\Number'
			GenRegNum:1		Integer	'Generator\Regulated Bus\Number (used due to ZBR)'
			GenRegPUVolt		Real	'Generator\Regulated Bus\Per Unit Voltage'
			GenRMPCT		Real	'Generator\Regulated Bus\Remote Regulation %'
			GenSeqR		Real	'Generator\Fault Analysis\Sequence Resistance + (same as Internal Impedance R)'
			GenSeqR:1		Real	'Generator\Fault Analysis\Sequence Resistance -'
			GenSeqR:2		Real	'Generator\Fault Analysis\Sequence Resistance 0'
			GenSeqX		Real	'Generator\Fault Analysis\Sequence Reactance + (same as Internal Impedance X)'
			GenSeqX:1		Real	'Generator\Fault Analysis\Sequence Reactance -'
			GenSeqX:2		Real	'Generator\Fault Analysis\Sequence Reactance 0'
			GenStatus		String	'Generator\Status'
			GenStepR		Real	'Generator\Internal\Step up Transformer R (resistance)'
			GenStepTap		Real	'Generator\Internal\Step up Transformer Tap Ratio'
			GenStepX		Real	'Generator\Internal\Step up Transformer X (reactance)'
			GenTotalFixedCosts		Real	'Generator\Cost\Total Fixed ($/hr)'
			GenUnitType		String	'Generator\Cost\Unit Type'
			GenUseCapCurve		String	'Generator\Mvar Output\Use Mvar Capability Curve'
			GenUseCapCurve:1		String	'Generator\Mvar Output\Mvar Capability Curve Is Defined'
			GenUseLDCRCC		String	'Generator\Line Drop/Reac Current Comp\Use'
			GenVariableOM		Real	'Generator\Cost\Variable O&M'
			GenVoltSet		Real	'Generator\Regulated Bus\Setpoint Voltage'
			GenWindControlMode		String	'Generator\Mvar Output\Wind Control Mode'
			GenWindPowerFactor		Real	'Generator\Mvar Output\Wind Control Mode Power Factor'
			GenXLDCRCC		Real	'Generator\Line Drop/Reac Current Comp\X (reactance)'
			GenZR		Real	'Generator\Internal\Machine Impedance R (resistance)'
			GenZX		Real	'Generator\Internal\Machine Impedance X (reactance)'
			GEPMax		Real	'Generator\EPC File\GE Real Power Max 2'
			GEProjectID		Integer	'Generator\EPC File\GE Project ID'
			GERealPowerFactor		Real	'Generator\EPC File\GE Real Power Factor'
			GETurbineType		Integer	'Generator\EPC File\GE Turbine Type'
			GICAmpsToNeutral		Real	'Generator\Geomagnetically Induced Current\Step-up Transformer Amps to Neutral'
			GICConductance		Real	'Generator\Geomagnetically Induced Current\Step-up Transformer Conductance Per Phase'
			GICGenIncludeImplicitGSU		String	'Generator\Geomagnetically Induced Current\Include Implicit GSU'
			GICIgnoreLosses		String	'Generator\Geomagnetically Induced Current\Ignore Losses from Implicit GSUs'
			GICQLosses		Real	'Generator\Geomagnetically Induced Current\Implicit GSU Mvar Losses'
			GICResistance		Real	'Generator\Geomagnetically Induced Current\Step-up Transformer Resistance Per Phase'
			InOutage		String	'Generator\Scheduled Actions\In Outage?'
			IslandNumber		Integer	'Generator\Island\Number of Bus'
			IsOPFControl		String	'Generator\OPF\Gen is Control Variable'
			Label		String	'Generator\Labels\Label (for use in input from AUX or Paste)'
			LabelAppend		String	'Generator\Labels\Append Label'
			Latitude		Real	'Generator\Geography\Latitude of Bus'
			Latitude:1		Real	'Generator\Geography\Substation Latitude'
			LatitudeString		String	'Generator\Geography\Latitude (DDD:MM:SS N/S) of Bus'
			Longitude		Real	'Generator\Geography\Longitude of Bus'
			Longitude:1		Real	'Generator\Geography\Substation Longitude'
			LongitudeString		String	'Generator\Geography\Longitude (DDD:MM:SS E/W) of Bus'
			MultBusTLRSens		Real	'Generator\Sensitivity of Bus\Injection dValue/dP Multiple'
			ObjectID		String	'When writing out this field uses option key fields to use in SUBDATA Section to identify the object either by primary, secondary, or label identifier.  When reading from an AUX file we will attempt to use any of these identifiers to identify the object'
			ObjectMemo		String	'Generator\Custom\Memo'
			OPFGenFastStartStatus		String	'Generator\OPF\Fast Start Status'
			OPFOperatingResourceMax		Real	'Generator\OPF Input\Reserve\Maximum Regulating MW'
			OPFOperatingResourceMin		Real	'Generator\OPF Input\Reserve\Minimum Regulating MW'
			OPFReserveAvailable		String	'Generator\OPF Input\Reserve\Reserve Regulating Available'
			OPFReserveAvailable:1		String	'Generator\OPF Input\Reserve\Reserve Spinning Available'
